杨俊宴,东南大学建筑学院杨俊宴教授团队发明专利获第48届日内瓦国际发明展金奖,"获奖团队介绍杨俊宴教授团队是以东南大学建筑学院为依托,联合信息科学与工程、计算机科学、风景园林学、人工智能等学科与专业...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9zaLwhQlpnyBwwcdJWbh5T0aSsFOjqeb3C_GoTfrjIoBYbI3b55DGfKJrwfM4RJyyf52nvaE0GhLqX7hYJr7f92XJXjTVJe8HPSzqD_q09jglhaQKFgGztwrL9wLVlj5s1aL_Yas9Xr5HCNXaoXkYB4yyM8oLmrsWYGXoToOufXI5eBgmN3LoYQ..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,中国城市规划
杨俊宴,喜报|东南大学建筑学院杨俊宴教授领衔获得2021年度江苏省科学技术奖一等奖,"近日,江苏省政府发布《省政府关于2021年度江苏省科学技术奖励的决定》,东南大学建筑学院杨俊宴教授领衔,联合江苏省城市规划...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9uDBFL25O-VtI4e8CkuCrR9SqE8TS-G8woEsKIsyU8nf597cJXeXs0QB47wrhPRLCZa6ovEfsUEfGhBcFb4_kiwSSLqA2fj3Q3vjW9RuNKZ9kCfeuRyp8-0cnwa_CrxHWHxK1YOwb_kQa7Xp3jPgNwLeuDr0B2q-xPxjJzF-8R1fm0CtGSSkZQQ..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,中大院
杨俊宴,喜报 | 东南大学建筑学院杨俊宴教授团队发明专利获第48届日内瓦国际发明展金奖,"杨俊宴教授团队是以东南大学建筑学院为依托,联合信息科学与工程、计算机科学、风景园林学、人工智能等学科与专业组成的科学研...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9uDBFL25O-VtI4e8CkuCrR9SqE8TS-G8woEsKIsyU8nf597cJXeXs0Ypwa0X8H6kv_qCwWPGxOcKoqZ8Iso6R03Kef-2oRCxoP74LoO-IiT061TcVhRzj_wN5oH-eT6RuTEkMIxspkbX13Vh4h7e5m7PgGJV24O5vncV9Dgr5bYTf3q8uRDTfkw..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,中大院
杨俊宴,东南大学杨俊宴教授团队获2020年度国际城市与区域规划师学会卓越设计大奖,导读祝贺中国东南大学建筑学院杨俊宴智能化城市设计团队完成的“公众参与及数字技术支撑下的南京阅江楼宜居街区规划”获颁...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9zaLwhQlpnyBwwcdJWbh5T0aSsFOjqeb3C_GoTfrjIoBYbI3b55DGfFmGEP1TEdlh9NLyBWrkmrMVoWRgTArPar6TzLlbURoAg6mrVymDg72Gv7b_KS05ohB4DO3inGWBsphFvvbfYHowO-0G1cXOT7kbNBJmL2pJr_1hVx_Kw25FH6In5Ei3zg..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,中国城市规划
杨俊宴,东南大学杨俊宴教授一行到孙家疃街道考察区域整体情况,"东南大学杨俊宴教授一行到孙家疃街道考察区域整体情况为进一步提升街道整体风貌,“像绣花一样精细”地建设街道,7月7日下午,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9ZlMFwmkFP1HEDBuc6jOsuUzwrICEsjB2ob2i44wTqPRGoE_FyMqVecxA4u9FkkV-OOradoYpMZTxl-hN9f3Jz75KxetS2sHvDpmIsRHRxESCda9y4jQw70RaIPjg_l269DZGLrf4Qk9WZt-B1Ht4q1PjMXKGJU_4DD4lL69j1z46Ebq8fk9diw..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,环翠北海旅游度假区一孙家疃街道
杨俊宴,参选城市数据师:杨俊宴,"参选城市数据师:杨俊宴(东南大学建筑学院)TA说:2016年是大数据深化的一年,各学科的学者同仁纷纷从大数据可视化、单一数...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DNOlNyFarS8fFpqQR6c8zN6VgrFeYQugDkDEpMaIdoUnJYTX__8BUDaNPRL36Ph2KIptLJg07Ct5EGVb3LbMu0-X4zMNxxvFJdYo-1Bka59ldi6sf5g0NAjo8jqI5ANWRFzq4_tWI8ofTB_CwvKp3a46wiT_C27uYjq7UCNbI1y2lbkfdG5s6DDARc6MDuTZTMyYobTZYYTzuix0wCTS8UA_RNVBE0hR0ex0u57MfAfgLSd5y7ubFfQJOMhj7bZ_tlUYAWBRvwzIiZqwg0yoRFw.&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,城市数据派
杨俊宴,"作为总规专题的【总体城市设计】探索-杨俊宴(东南大学教授,博士生导师)","学者简介杨俊宴:任教于东南大学建筑学院,在东南大学建筑学院获得学士、硕士和博士学位,中国科学院博士后,研究重点为城市中...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9qtICmtT-oduhrnzw0JFvWTmQO6u7LEYFPms81qXEklym2O3Jakf5Z0J9iB5uWX6tHu0bQuaaymA9m30-iAOxD6-CLQggY0awkQ6Hj3Cle6LX4sSeEz8J8fZ39dLCaJtK5wQFTa-meAT7O4ksqLl1ghT8jR88LsorQp53R1MAJE-E8RsmObDbtQ..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,观城GuanCity
杨俊宴,讲座回顾丨杨俊宴教授:数字化城市设计与本土实践探索,"2019年10月24日下午在设计大厦2203,东南大学智慧城市研究院副院长杨俊宴教授代表王建国院士研究团队做了题为《数字化城市设...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-jfC-Oh0vz2paiy2eK1G3mFqXa8Fplpd9AasZqA-xTLzum0-0b6fH57TAFZ6NLpFdTuMKhOMGepeA5kutuTE4DnJIpO-AgLfOpw165fvxyd-E4voj5Q7fyqVC9OfE9oRVikMY6TZe0db--zrrXgo8ZlqtNtc2p3NYjLMb0yKzdIgvxElqrz9kug_ZIvC-VDdmBCmO3jXT_ERAe0f8bRARvQ..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A7410CEB10D63F5F0005E986BAE76F5DAEC5463EBA57B,深总院
杨俊宴,【讲座预告】5月9日 杨俊宴教授——数字化城市设计,"2019.05.09(星期四)19:00-20:35主讲人简介杨俊宴教授 —— 东南大学智慧城市研究院副院长,建筑学院教授,博士生导师,中国建...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-q3MDQS3DvQ5aiy2eK1G3mFqXa8Fplpd9sqOZShQ22FUIQUNO_OJX1vKglxAL5pDtO07p_qvo-sp58v5hAvAwNrpPVRoWItRnadZyTS1nH4vEV3d212WHa9HNB-CM3qE-ApXJ0Hi5n7VNBIQwr1E2JKy3Cz83t1LbVVknxyO3czL6eRaR0VNirVZfUkKR7dyUnntFkhrxl-gtPujwwRB2Pw..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A8030CEB10D63F5F0005E986BAE76F5DAEC5463EBA582,智能城镇化协同创新中心
杨俊宴,首届“科学探索奖”颁奖仪式在京举行 东南大学建筑学院杨俊宴教授获颁交通建筑领域首届“科学探索奖”,"图:程泰宁院士为杨俊宴教授颁奖图:交通建筑领域五位获奖者合获奖者简介杨俊宴为建筑学院教授,博士生导师,数字城市科研团队...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2ukJhIJw8j-q3MDQS3DvQ5aiy2eK1G3mFqXa8Fplpd9uDBFL25O-VtI4e8CkuCrR9SqE8TS-G8woEsKIsyU8nf597cJXeXs0cBMYhH1nW6yCdyMwHXEQs06Ty4OxUdZJnfDEoSnUMrrPtnzn08hmeK183DKPzFnZBfregc1ySo7HUitIba6Fn5qtelkKCuulxFLRMPB5fr_MXO2P79s3p3S-e4Yz84xMA..&type=2&query=%E6%9D%A8%E4%BF%8A%E5%AE%B4%20%E4%B8%9C%E5%8D%97%E5%A4%A7%E5%AD%A6&token=4B2A8030CEB10D63F5F0005E986BAE76F5DAEC5463EBA582,中大院
